第一回宴桃园豪杰三结义斩黄巾英雄首立功	HỒI 1 Tiệc vườn đào, anh hùng kết nghĩa; Chém Khăn Vàng, hào kiệt lập công.
今日他孩儿即皇帝位，内外臣僚，皆其心腹：威权太重，我将如何？” 让奏曰：“娘娘可临朝，垂帘听政；封皇子协为王；加国舅董重大官，掌握军权；重用臣等：大事可图矣。”	Ngày nay con nó lên ngôi Hoàng Đế, các quan trong ngoài đều là vây cánh nó cả, uy thế nó to lắm, ta biết tính sao bây giờ? Trương Nhượng nói: - Tâu mẫu hậu, việc đó cũng dễ. Xin mẫu hậu cứ ra ngự triều đường, rủ mành mành coi xét việc chính, phong hoàng tử Hiệp lên tước vương, gia phong quốc cữu Đổng Trọng lên chức lớn coi giữ binh quyền và trọng dụng bọn hạ thần thì việc lớn có thể mưu tính xong được.
董太后大喜。 次日设朝，董太后降旨，封皇子协为陈留王，董重为骠骑将军，张让等共预朝政。	Đổng Thái Hậu cả mừng, sáng hôm sau lâm triều giáng chỉ phong hoàng tử Hiệp làm Trần lưu vương, Đổng Trọng làm phiêu kỵ tướng quân. Bọn Trương Nhượng cũng đều được tham dự triều chính.
何太后见董太后专权，于宫中设一宴，请董太后赴席。	Hà Thái Hậu thấy Đổng Thái Hậu chuyên quyền, bèn sửa một tiệc yến ở trong cung, mời Đổng Thái Hậu đến dự.
酒至半酣，何太后起身捧杯再拜曰：“我等皆妇人也，参预朝政，非其所宜。	Giữa tiệc, Hà Thái Hậu đứng dậy, nâng chén rượu vái hai vái mà thưa rằng: - Chúng ta đều là đàn bà, không nên tham dự triều chính.
昔吕后因握重权，宗族千口皆被戮。	Xưa bà Lã hậu chỉ vì tham giữ trọng quyền, đến nỗi nghìn người trong họ đều bị giết.
今我等宜深居九重；朝廷大事，任大臣元老自行商议，此国家之幸也。 愿垂听焉。”	Nay chúng ta chỉ nên ở yên trong cung cấm, việc triều chính đã có các nguyên lão đại thần bàn tính với nhau. Thế mới là hạnh phúc cho nhà nước, cúi xin Thái Hậu soi xét.
董后大怒曰：“汝鸩死王美人，设心嫉妒。	Đổng Thái Hậu nổi giận mắng rằng: - Mày đã đem lòng ghen ghét, đánh thuốc độc giết Vương mỹ nhân.
今倚汝子为君，与汝兄何进之势，辄敢乱言！	Nay mày cậy có con làm vua, cậy thế lực anh mày là thằng Hà Tiến, dám nói hỗn với tao à?
吾敕骠骑断汝兄首，如反掌耳！”	Tao sai quan phiêu kỵ (trỏ vào Đổng Trọng) chặt cổ anh mày dễ như trở bàn tay cho mà xem!
何后亦怒曰：“吾以好言相劝，何反怒耶？”	Hà hậu cũng tức giận cãi lại rằng: - Ta đem lời khuyên can, mà người lại trở mặt giận à?
董后曰：“汝家屠沽小辈，有何见识！”	Đổng Thái Hậu càng tức, lại nhiếc móc Hà hậu: - Cái đồ bán thịt nhà mày, còn biết cái gì!
两宫互相争竞，张让等各劝归宫。	Hai người cãi nhau mãi, sau có bọn Trương Nhượng khuyên can, người nào mới về cung người nấy.
何后连夜召何进入宫，告以前事。	Đêm hôm ấy Hà hậu triệu Hà Tiến vào cung, kể lại việc đã xảy ra.
何进出，召三公共议。	Tiến về mời các quan tam công đến bàn bạc.
来早设朝，使廷臣奏董太后原系藩妃，不宜久居宫中，合仍迁于河间安置，限日下即出国门。	Buổi chầu sáng hôm sau, Tiến xui các đình thần tâu rằng: - Đổng Thái Hậu nguyên là một vị Phiên phi, không nên ở lâu trong cung cấm. Xin rời ngay ra an trí ở Hà Giang, hạn lập tức phải đi ngay!
一面遣人起送董后；一面点禁军围骠骑将军董重府宅，追索印绶。	Hà Tiến một mặt sai người đưa Đổng Thái Hậu đi, một mặt phái quân cấm binh đến vây nhà phiêu kỵ tướng quân Đổng Trọng đòi lấy ấn thụ.
董重知事急，自刎于后堂。	Đổng Trọng biết việc chẳng lành, liền tự vẫn ở hậu đường.
家人举哀，军士方散。	Lúc người nhà cất tiếng khóc, quân sĩ mới không vây nữa trở về.
张让、段珪见董后一枝已废，遂皆以金珠玩好结构何进弟何苗并其母舞阳君，令早晚入何太后处，善言遮蔽：因此十常侍又得近幸。	Bọn Trương Nhượng, Đoàn Khuê thấy phe Đổng Thái Hậu thất bại, bèn đem vàng ngọc, châu báu đút lót em trai Hà Tiến là Hà Miêu và mẹ Tiến là Vũ Dương Quân, nhờ vào nói khéo với Hà Thái Hậu che chở cho. Bởi vậy mười tên hoạn quan lại được tin dùng.
六月，何进暗使人鸩杀董后于河间驿庭，举柩回京，葬于文陵。	Tháng sáu năm ấy, Hà Tiến ngầm sai người đến Hà Giang đánh thuốc độc giết Đổng Thái Hậu, đem linh cữu về kinh, táng ở Văn Lăng.
进托病不出。 司隶校尉袁绍入见进曰：“张让、段珪等流言于外，言公鸩杀董后，欲谋大事。	Tiến cáo bệnh không đi đưa đámMột hôm quan tư lệ hiệu úy Viên Thiệu vào nói với Tiến rằng: - Bọn Trương Nhượng, Đoàn Khuê đang đi nói phao lên rằng ông đánh thuốc độc giết Đổng Thái Hậu, để mưu việc lớn.
乘此时不诛阉宦，后必为大祸。	Nếu bây giờ ông không giết ngay bọn chúng nó, tất có vạ lớn về sau.
昔窦武欲诛内竖，机谋不密，反受其殃。	Xưa Đậu Vũ muốn nhờ bọn hoạn quan trong cung, vì mưu mô không kín lại bị chúng giết.
今公兄弟部曲将吏，皆英俊之士；若使尽力，事在掌握。 此天赞之时，不可失也。”	Hiện giờ anh em vây cánh ông, đều là những tay anh tuấn, vả lại quyền ở trong tay, thật là cơ hội trời cho, không nên bỏ lỡ.
进曰：“且容商议。”	Tiến nói: - Thong thả để sau sẽ bàn tính.
左右密报张让，让等转告何苗，又多送贿赂。	Mấy đứa tả hữu nghe lỏm được chuyện ấy, liền đi báo với Trương Nhượng. Bọn Trương Nhượng lại đem rất nhiều của báu lễ đút Hà Miêu.
苗入奏何后云：“大将军辅佐新君，不行仁慈，专务杀伐。	Miêu vào tâu Hà hậu rằng: - Đại tướng quân phò tá vua mới, không làm điều nhân từ, chỉ chăm chém giết.
今无端又欲杀十常侍，此取乱之道也。”	Nay tự nhiên vô cớ lại toan giết cả mười hoạn quan, thật tự mình gây ra mầm loạn.
后纳其言。	Hà hậu cho là phải.
少顷，何进入白后，欲诛中涓。	Một chốc, Hà Tiến vào tâu xin giết bọn hoạn quan.
何后曰：“中官统领禁省，汉家故事。	Hậu nói: - Bọn hoạn quan coi sóc việc trong cung cấm, phép cũ nhà Hán từ xưa vẫn thế.
先帝新弃天下，尔欲诛杀旧臣，非重宗庙也。”	Cớ sao tiên đế vừa mới chầu trời mà người chỉ muốn giết những bầy tôi cũ. Thế không phải là tôn trọng sự thờ cúng đối với tiên đế!
进本是没决断之人，听太后言，唯唯而出。	Tiến vốn là một người nhù nhờ không quyết đoán, nghe Hà Thái Hậu nói như vậy, vâng dạ luôn miệng rồi lui ra.
袁绍迎问曰：“大事若何？”	Viên Thiệu đứng đón ngoài cửa, hỏi rằng: - Việc lớn thế nào?
进曰：“太后不允，如之奈何？”	Tiến nói: - Thái Hậu không nghe thì làm thế nào?
绍曰：“可召四方英雄之士，勒兵来京，尽诛阉竖。	Thiệu nói: - Nên triệu những người anh hùng các nơi đem quân về kinh giết hết bọn hoạn quan này đi.
此时事急，不容太后不从。”	Đến lúc việc đã cấp bách thì Thái Hậu muốn chẳng nghe cũng chẳng được.
进曰：“此计大妙！”	Tiến nói: - Kế ấy diệu lắm.
便发檄至各镇，召赴京师。	Bèn truyền hịch đi các trấn, triệu các tướng lĩnh đem quân về kinh đô.
主薄陈琳曰：“不可！	Quan chủ bạ Trần Lâm can rằng: - Việc ấy không nên.
俗云：掩目而捕燕雀，是自欺也，微物尚不可欺以得志，况国家大事乎？	Tục ngữ có câu: "Bưng mắt bắt chim", ấy là mình tự dối mình. Việc nhỏ mọn cũng không thể tự dối mà làm xong, huống chi là việc lớn nước nhà?
今将军仗皇威，掌兵要，龙骧虎步，高下在心：若欲诛宦官，如鼓洪炉燎毛发耳。	Nay tướng quân dựa uy vua, cầm quyền lớn, như rồng bay hổ nhảy, muốn làm thế nào cũng được. Việc giết bọn hoạn quan thật dễ không khác quạt lò than đốt mấy sợi tóc.
但当速发雷霆，行权立断，则天人顺之。	Làm việc một cách quyền biến, quyết đoán ngay, phát động nhanh như sấm sét tức là thuận đạo trời và lòng người.
却反外檄大臣，临犯京阙，英雄聚会，各怀一心：所谓倒持干戈，授人以柄，功必不成，反生乱矣。”	Nay nếu triệu các quan ngoại trấn, mỗi người một bụng, biết ai thế nào? Có khác đưa chuôi dao cho người cầm mà mình cầm đằng lưỡi không? Như thế không những việc không thành mà lại sinh biến loạn nữa.
何进笑曰：“此懦夫之见也！”	Tiến cười nói: - Đó là kiến thức của hạng người hèn nhát!
傍边一人鼓掌大笑曰：“此事易如反掌，何必多议！”	Một người đứng lên vỗ tay cười lớn mà rằng: - Việc ấy dễ như trở bàn tay, hà tất phải bàn cho lắm!
视之，乃曹操也。	Mọi người nhìn xem ai, người ấy chính là Tào Tháo.
正是：欲除君侧宵人乱，须听朝中智士谋。	Đó chính là: Muốn giết tiểu nhân bên cạnh chúa Nên nghe mưu sĩ ở trong triều.
不知曹操说出甚话来，且听下文 分解。	Muốn biết Tào Tháo nói thế nào, xem hồi sau sẽ rõ.
第三回议温明董卓叱丁原馈金珠李肃说吕布	HỒI 3 Tiệc Ôn Minh, Đổng Trác mắng Đinh Nguyên; Dùng vàng bạc, Lý Túc dụ Lã Bố
且说曹操当日对何进曰：“宦官之祸，古今皆有；但世主不当假之权宠，使至于此。	Lúc ấy Tào Tháo nói với Hà Tiến rằng: - Cái vạ hoạn quan, đời nào cũng có, nên vua chúa các đời không nên trao quyền bính và tin dùng chúng để chúng hoành hành như ngày nay.
若欲治罪，当除元恶，但付一狱吏足矣，何必纷纷召外兵乎？	Bây giờ muốn trị tội chúng tưởng chỉ nên giết mấy đứa đầu đảng. Như vậy chỉ cần một kẻ coi ngục cũng đủ, hà tất phải triệu quân ngoài vào.
欲尽诛之，事必宣露。 吾料其必败也。”	Nếu muốn giết cả bọn chúng, cơ mưu tránh sao khỏi tiết lộ, tôi chắc công việc sẽ hỏng.
何进怒曰：“孟德亦怀私意耶？”	Hà Tiến tức giận mà rằng: - Mạnh Đức cũng hài lòng sao?
操退曰：“乱天下者，必进也。”	Tháo lui ra ngoài nói: - Làm loạn thiên hạ tất là Hà Tiến!
进乃暗差使命，赍密诏星夜往各镇去。	Tiến không nghe lời Tháo, mật sai người đem chiếu chỉ đi gấp đến các trận triệu quân vào kinh đô.
却说前将军、鳌乡侯、西凉刺史董卓，先为破黄巾无功，朝议将治其罪，因贿赂十常侍幸免；后又结托朝贵，遂任显官，统西州大军二十万，常有不臣之心。 是时得诏大喜，点起军马，陆续便行；使其婿中郎将牛辅；守住陕西，自己却带李傕、郭汜、张济、樊稠等提兵望洛阳进发。	Nói về quan tiền tướng quân, tước Ngao hương hầu sung chức thứ sử Tây Lương là Đổng Trác, trước vì đánh giặc Khăn Vàng bị thua, triều đình đã toan trị tội, bởi có đút lót cho mười tên hoạn quan nên không can gì. Sau lại khéo kết giao với bọn quyền quý trong triều, làm đến chức lớn, thống lĩnh hai mươi vạn quân Tây Lương, vẫn có lòng phản nghịch. Bây giờ tiếp được chỉ triệu vào kinh, trong lòng hớn hở, liền điểm binh lục tục khởi hành, sai con rể là trung lang tướng Ngưu Phu đóng giữ Thiểm Tây, hắn tự đem bọn Lý Thôi, Quách Dĩ, Trương Tế, Phàn Trù dẫn quân đến Lạc Dương.
卓婿谋士李儒曰：“今虽奉诏，中间多有暗味。	Trác lại có người rể nữa, vừa là mưu sĩ cho hắn, tên là Lý Nho. Nho bảo Trác rằng: - Nay tuy phụng chỉ vào kinh, biết đâu trong đó chẳng có nhiều điều ám muội?
何不差人上表，名正言顺，大事可图。”	Chi bằng trước hãy sai người dâng biểu, cho danh nghĩa rõ ràng, mới có thể mưu toan việc lớn được.
卓大喜，遂上表。	Trác cả mừng, bèn sai thảo biểu dâng vào kinh trước.
其略曰：“窃闻天下所以乱逆不止者，皆由黄门常侍张让等侮慢天常之故。	Biểu rằng: "Thiết tướng thiên hạ đến nỗi loạn mãi thế này, đều bởi bọn hoạn quan Trương Nhượng khinh nhờn phép nước.
臣闻扬汤止沸，不如去薪；溃痈虽痛，胜于养毒。	Tôi nghĩ muốn cho nồi nước sôi khỏi dài ra ngoài cần phải rút bớt củi; mổ cái nhọt có chịu đau một lúc, mới khỏi nọc độc trong mình.
臣敢鸣钟鼓入洛阳，请除让等。 社稷幸甚！ 天下幸甚！”	Tôi xin bạo dạn gióng trống khua chuông, dẫn quân vào Lạc Dương, để giết bọn Nhượng; được như thế thì xã tắc may lắm, thiên hạ may lắm!"
何进得表，出示大臣。	Hà Tiến đem tờ biểu đưa các quan xem.
侍御史郑泰谏曰：“董卓乃豺狼也，引入京城，必食人矣。”	Có quan thi ngự sử Trịnh Thái can rằng: - Đổng Trác là giống sài lang, để hắn vào kinh, hắn sẽ ăn thịt người.
